id;nom_site;geojson;surface;etat
162;Vallon de la Braisse;{"type":"MultiPolygon","coordinates":[[[[6.81804898522018,44.2934372284551],[6.81806827824866,44.2934702682004],[6.81806872471545,44.2935085598407],[6.81808750280412,44.2935339560507],[6.81811548095931,44.2935375804854],[6.81816007431158,44.2935344982727],[6.81819320168889,44.2935195562781],[6.81819539852297,44.293488834193],[6.81817631140882,44.2934588518826],[6.81814232556014,44.2934293874062],[6.81811554888912,44.293411930644],[6.81809707981357,44.2933911205598],[6.8180922050594,44.2933820962721],[6.81808334801074,44.2933456292427],[6.81808341650826,44.2933149811378],[6.81807002820676,44.2933062527508],[6.81804822934809,44.2932993489679],[6.81802694545989,44.2933000887133],[6.81800030632766,44.2933163374414],[6.81798856591099,44.2933320683492],[6.81798496152387,44.2933735653475],[6.81801599492113,44.2933908741931],[6.8180443164572,44.2934312615781],[6.81804898522018,44.2934372284551]]]]};208.0;moyen
163;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.19400207419206,44.1161644056076],[7.19399203264525,44.1161647902041],[7.19395062248614,44.1161786031039],[7.19389777970991,44.1161908160385],[7.19384940704244,44.116225273693],[7.19381822980247,44.1162244299348],[7.19375794624496,44.1162124740131],[7.19362696795257,44.1161624692218],[7.19355330268773,44.1161224962911],[7.19351453497701,44.1160954515702],[7.19349284117484,44.1160697907904],[7.19347855978817,44.1160295814544],[7.19346487817174,44.1159975004001],[7.19342461122798,44.115950134943],[7.19339268447095,44.1159391307107],[7.19338275128381,44.1159578514146],[7.19339448368936,44.1159635155591],[7.19342211858201,44.115993024463],[7.19344486188114,44.1160329097507],[7.19344978165422,44.1160612507225],[7.19346004287021,44.1160853115156],[7.19349361904936,44.1161186685072],[7.19355288108581,44.1161551174432],[7.19359134897035,44.1161780980101],[7.19360278155619,44.1161796979916],[7.19363797898284,44.1161966903528],[7.19367392615839,44.1162238430558],[7.1937171357829,44.1162344151069],[7.19377564833636,44.1162607035718],[7.19381870805688,44.1162692435125],[7.19385699774547,44.1162514745502],[7.19388994599095,44.1162379857751],[7.19392853554563,44.1162242809288],[7.19398656979949,44.1162057557041],[7.19400314771242,44.1162004181142],[7.1940015443232,44.1161786905973],[7.19400207419206,44.1161644056076]]]]};226.0;mauvais
164;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.18412534080563,44.1041589046314],[7.18410871618412,44.1041269694392],[7.18403120263245,44.104172787797],[7.18402697954505,44.104212376698],[7.18404148345892,44.1042478214297],[7.18406535089873,44.1042811940727],[7.18404838539742,44.1043092702806],[7.18404827786959,44.1043401307025],[7.18406190106752,44.1043636094166],[7.18411583567168,44.1043529769723],[7.18413533600143,44.1043916592255],[7.184156579566,44.1044217036549],[7.18423400432966,44.1044393154801],[7.18426635468815,44.1044586499634],[7.18430894941496,44.1044878783449],[7.18432095540119,44.1045217042835],[7.18438716629242,44.1045808863613],[7.18441277724976,44.104605621109],[7.1844317745287,44.1046374655912],[7.18444178577674,44.1046765104842],[7.1844899877653,44.1046849536106],[7.18449962155055,44.1047188702067],[7.18452036207881,44.1047420768474],[7.18454784216441,44.1047598831681],[7.18451941107115,44.1048261109831],[7.18455887881265,44.1048451733617],[7.18460544503498,44.1048313938365],[7.18463475691903,44.1047771320141],[7.18465671865651,44.1047522932156],[7.18467055658659,44.1047140510003],[7.18468949806024,44.1046481858616],[7.18473069017824,44.1046260404873],[7.18477799253799,44.1045899476156],[7.18488787546129,44.1045960328775],[7.18492621052016,44.1045997102486],[7.18501026823663,44.1046427816152],[7.18506520975878,44.1046458241435],[7.18507306304054,44.104623238808],[7.18505356199391,44.1045845567169],[7.18506328420015,44.1045550429769],[7.18508986449325,44.1045283132928],[7.18509971252562,44.1045005089805],[7.1850120617877,44.1045055737813],[7.18491343027291,44.104523057937],[7.1848712127523,44.1044989580805],[7.18482114190929,44.1044974435244],[7.18478902431179,44.1044489582097],[7.18475104819821,44.1044178392271],[7.18471445639632,44.1044055239652],[7.18463564728579,44.1043691087457],[7.1846020384599,44.1043326800685],[7.1845141177016,44.1043017557571],[7.18444693737387,44.1042940380246],[7.18438187773165,44.1042828107188],[7.18432681076572,44.1042780584179],[7.18427035968835,44.1042545023517],[7.18425012275358,44.1042381333925],[7.18426633316081,44.1041998005706],[7.18431550446705,44.1041567795159],[7.18434332477207,44.1041145744744],[7.18428637053316,44.1040841806968],[7.18421895723123,44.1041056138132],[7.18412534080563,44.1041589046314]]]]};2404.0;moyen
165;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.18593433201088,44.1087747047831],[7.18593435914632,44.1087865284124],[7.18588883126397,44.1088595918045],[7.18587815491054,44.1088751749643],[7.18580711103537,44.1089788703008],[7.18557595882051,44.1091812975045],[7.1854826568637,44.1092969428927],[7.18544663644455,44.1093839072017],[7.18546076085204,44.1094220853654],[7.18549432840858,44.1094554446873],[7.18555135658571,44.1095001339294],[7.18560721054402,44.1095672837767],[7.18564921648204,44.1095616023756],[7.18568645670869,44.1095296118123],[7.18568019458641,44.1094829819247],[7.18567023713526,44.1094629846374],[7.18563859196823,44.1094173251073],[7.18566617395691,44.1093694014114],[7.18570309188696,44.1092946294744],[7.18577787117859,44.1092347124557],[7.18586662264782,44.1091802822994],[7.18592670406639,44.1091434351234],[7.18599261208202,44.1090572462871],[7.18599893882871,44.1090489727118],[7.18600926280988,44.1090440588504],[7.186102364681,44.1089997455495],[7.18612463287566,44.1089891466517],[7.18616259756281,44.1089285990857],[7.18614802383446,44.1088843248041],[7.18613107878789,44.1088462545699],[7.18610033152722,44.108812787625],[7.186022962843,44.1087607251842],[7.18600087077485,44.1087464116551],[7.18597544350824,44.108729937239],[7.18596536628275,44.1087409106325],[7.18593433201088,44.1087747047831]]]]};1670.0;mauvais
166;Alpage de Couesto;{"type":"MultiPolygon","coordinates":[[[[6.70322791625638,44.1898456245289],[6.70326365018917,44.1897616090514],[6.70314992554533,44.1896519680851],[6.70302707787812,44.1895548987078],[6.70291381284124,44.1893215335229],[6.70281496440046,44.1892001355495],[6.70275875797711,44.1891008247407],[6.70259671886901,44.1890347326236],[6.70241291694754,44.1890051566894],[6.70193087789881,44.1889559943642],[6.70137409043651,44.1889154892525],[6.70099322175899,44.188892562352],[6.70050227691333,44.1888375670976],[6.70024209382342,44.1889005281291],[6.70025416554369,44.188976802086],[6.70059421797099,44.1889837272417],[6.70092465688105,44.1889960938852],[6.70125653234329,44.1890084020418],[6.70152216866733,44.189029090381],[6.70178315305039,44.1891092257588],[6.70198322987726,44.1891270079392],[6.70222283344858,44.189118919087],[6.70245251543118,44.1891111646876],[6.70261567318298,44.1891946009711],[6.70274288303681,44.1893804684877],[6.70287000021415,44.1895428209905],[6.7028397222929,44.1897104970645],[6.70322791625638,44.1898456245289]]]]};4027.0;mauvais
167;Isola 2000;{"type":"MultiPolygon","coordinates":[[[[7.14846339993181,44.1818595193001],[7.14851810672713,44.181791369613],[7.14855666586808,44.1817535667327],[7.14860221520739,44.1816857635392],[7.1486176441868,44.181582756457],[7.14862319356829,44.1814702113295],[7.14865332514766,44.1813170882465],[7.14869309528304,44.1811702083478],[7.14868442720514,44.1810515933325],[7.14863502604248,44.1810666787519],[7.14857044061191,44.1811252904197],[7.14851380835945,44.181167081213],[7.14845067130813,44.1811826863421],[7.14839163127843,44.1811915284513],[7.14828680540081,44.1812021030859],[7.14818607656599,44.1812059146443],[7.14814824415038,44.1811908263282],[7.14801643270666,44.181146254278],[7.14792968042876,44.1811528407327],[7.14791015781702,44.1811998350166],[7.14799449372334,44.1812858512341],[7.1481528096898,44.1813789800182],[7.14824389163455,44.1814944765727],[7.14829015082585,44.1816248850702],[7.14831183593788,44.1816703201349],[7.14836797909328,44.1817474910275],[7.14837472459992,44.1817769715393],[7.14838315546974,44.181829516095],[7.14840387766758,44.1818617716923],[7.14841327570646,44.181864720036],[7.14846339993181,44.1818595193001]]]]};2555.0;bon
168;Rouchouse;{"type":"MultiPolygon","coordinates":[[[[6.90035810308969,44.4561191342131],[6.9004452871632,44.4560996796428],[6.90044387906797,44.4560792790507],[6.90046168646559,44.4559855895095],[6.90046201133545,44.4559283095378],[6.90048738116481,44.4558200305978],[6.90051259809151,44.4557097201347],[6.90053726397801,44.4555912453957],[6.90049992389874,44.4555260968688],[6.90044675676507,44.4555003727068],[6.90035915039413,44.4555136954084],[6.90031356012675,44.4555357600945],[6.90030112665246,44.4556865277692],[6.90028833250029,44.4559150271274],[6.90035810308969,44.4561191342131]]]]};955.0;mauvais
169;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.79493713409342,44.3239603283734],[6.79497596767839,44.3239446677225],[6.79493708592617,44.323895904351],[6.7948645785874,44.3238554663733],[6.79463026889452,44.3236958636903],[6.79442090794077,44.3233983922482],[6.7943232504193,44.3232800857705],[6.79426861542614,44.3233576352786],[6.79447435366818,44.3236010438345],[6.79459451094081,44.3237574325062],[6.79482813708523,44.3239068304317],[6.79493713409342,44.3239603283734]]]]};596.0;mauvais
170;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.8033767180934,44.3350797465352],[6.80349344116921,44.3350358302928],[6.80350331936734,44.3349495957158],[6.80342025294387,44.3348369366247],[6.80337795422943,44.3347586444165],[6.80332426942695,44.3347441361017],[6.80329890465701,44.3348544185852],[6.8033088053918,44.3349593985785],[6.80330420295178,44.3350393134721],[6.80330639550978,44.3350719599687],[6.8033767180934,44.3350797465352]]]]};417.0;moyen
171;Lac des Grenouilles;{"type":"MultiPolygon","coordinates":[[[[7.48255060548315,44.0986975571486],[7.48255588856746,44.0986992816964],[7.48267499810454,44.0987834395709],[7.48274127679856,44.0988289675514],[7.4828171611004,44.0988403495411],[7.48283174052402,44.0988479422766],[7.48283156951215,44.0988717362284],[7.48283493147489,44.0989114006997],[7.48283541175528,44.0989255419395],[7.48286999194346,44.0989293359301],[7.48287095250425,44.098909676158],[7.48285990605524,44.0988838080268],[7.48283829343763,44.0988641482396],[7.48283108923176,44.0988458680807],[7.48273455287308,44.0987958562963],[7.48265866857123,44.0987472241068],[7.4826096799713,44.098709284073],[7.48257846174585,44.0986668601882],[7.48256837585763,44.0986551332554],[7.48256117165176,44.0986585823535],[7.48255060548315,44.0986975571486]]]]};79.0;moyen
172;Estrop;{"type":"MultiPolygon","coordinates":[[[[6.79549368642719,44.2255404581169],[6.79553802870562,44.2255115190801],[6.79557487631414,44.2254926268468],[6.79559542813443,44.2254742983001],[6.79558014985691,44.2254493791169],[6.79557455956198,44.2254065071845],[6.79553483770508,44.2253824335348],[6.79551517276335,44.2253733261967],[6.79549266122377,44.2253623598074],[6.79545385396291,44.2253519570914],[6.79542630247334,44.2253470375648],[6.79536357422151,44.2253452923019],[6.79533952255731,44.2253519967783],[6.79533215854992,44.2253639965768],[6.79532920885484,44.2254012913653],[6.79534203233766,44.225430210516],[6.7953489013374,44.2254515055731],[6.79535913952453,44.2254824716609],[6.79535671241813,44.2255275784322],[6.79534289886912,44.2255652489984],[6.79533255758162,44.2255734367515],[6.79528949405364,44.2255807988178],[6.79525261880161,44.225558584117],[6.79521587421791,44.2255383223991],[6.79521083420714,44.2255443692649],[6.79521214060078,44.2255638992166],[6.79524462903191,44.2256019257745],[6.79527891898246,44.2256261874155],[6.79529547607773,44.225629529754],[6.7953279370563,44.2256264494478],[6.79539570561671,44.225622147857],[6.79544989432809,44.2256183159554],[6.79545997431076,44.2256062222012],[6.79546086120508,44.2255787863261],[6.7954649866554,44.2255590684845],[6.79547778258865,44.2255468807827],[6.79549368642719,44.2255404581169]]]]};493.0;bon
173;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.81919886795101,44.3261020272123],[6.8192164854006,44.3261085155687],[6.81923760427966,44.3261051657637],[6.81924959188291,44.3260976487097],[6.81927510868199,44.3260900352559],[6.81933676486126,44.3260856505512],[6.81942669419464,44.3260836467465],[6.8194895399856,44.3260814628853],[6.81950464387007,44.326073837512],[6.81949753984371,44.3260688524178],[6.81944460409082,44.3260635914017],[6.81939214604934,44.3260654142752],[6.81933278512785,44.32606523472],[6.81929822905531,44.3260623246584],[6.8192768839229,44.3260623189361],[6.81925766661942,44.326062986695],[6.81922900836906,44.3260703355911],[6.81920706900457,44.3260923994673],[6.81919886795101,44.3261020272123]]]]};59.0;bon
174;Restefond;{"type":"MultiPolygon","coordinates":[[[[6.80479472994197,44.3352566520879],[6.80467107523201,44.3352609317639],[6.80451774080738,44.3353112351101],[6.80436248655058,44.3353329647067],[6.80430777293389,44.3353031541116],[6.80420953992886,44.3353464313777],[6.80401628029578,44.3354175453642],[6.80409679151624,44.3354495184571],[6.80426787286204,44.3354303056066],[6.80434475427856,44.3355779553225],[6.80446449296366,44.3355789213349],[6.80456658717567,44.3355293820893],[6.80475130300773,44.3354585628224],[6.8049050162498,44.3354563157834],[6.80486449710195,44.3354045476946],[6.80483152569869,44.335316731912],[6.80479472994197,44.3352566520879]]]]};1306.0;moyen
175;Lacs et plan de Prals;{"type":"MultiPolygon","coordinates":[[[[7.36823315457446,44.078338752953],[7.36829112244738,44.0783413192472],[7.36838411484808,44.0783297981842],[7.36844641638121,44.0782947748499],[7.36855292142147,44.0782241491617],[7.36863232375032,44.0781767299851],[7.36879343177902,44.0780648806987],[7.3688482345032,44.0780262521807],[7.36894792707659,44.0780079558769],[7.36904721538776,44.0780078958533],[7.3691254153274,44.0779683329768],[7.36918421609385,44.0779347504229],[7.36925811840082,44.0778862489311],[7.36932981667649,44.0778560556285],[7.36940261681684,44.07781670816],[7.36944782173523,44.0777706539047],[7.36951045127765,44.0777164205083],[7.36948885901165,44.0776938567267],[7.36942583069611,44.0777429002528],[7.36934422573452,44.077808628231],[7.3692611305879,44.0778314679545],[7.3692060292628,44.0778662042812],[7.36904032614025,44.0779652232397],[7.36897553322025,44.0779678102832],[7.36887454485753,44.0779692395669],[7.36879634474229,44.0780088022644],[7.36872903745043,44.078072657457],[7.36862493640959,44.0781275700148],[7.36856573076041,44.0781793886426],[7.36847263327872,44.0782130386258],[7.36840252312995,44.0782874170565],[7.36835602697079,44.0782931776056],[7.36825877143785,44.0783124422834],[7.36823315457446,44.078338752953]]]]};516.0;bon
176;Millefonts;{"type":"MultiPolygon","coordinates":[[[[7.18392573072011,44.1076689416235],[7.18401525558598,44.1076569492831],[7.18410702705522,44.1076431567704],[7.18413724003731,44.1076334309472],[7.1840968896836,44.1076024023501],[7.18407990489359,44.1075979087025],[7.18398647946631,44.1075569086386],[7.18394789082223,44.1075498120646],[7.18388942345715,44.1074989048153],[7.18383507201134,44.1074392690467],[7.18379589065904,44.1074887650655],[7.18376707986296,44.1075498644804],[7.18375000554397,44.107608801168],[7.18381246290777,44.1076492705709],[7.18392573072011,44.1076689416235]]]]};379.0;bon
178;Vallon de l'Alpe;{"type":"MultiPolygon","coordinates":[[[[6.81984232913115,44.3253763421418],[6.81988297431469,44.3253614759679],[6.81989088207145,44.3253552217623],[6.81989600824183,44.3253386003114],[6.81984155578298,44.3253031216096],[6.81981820019425,44.32529645907],[6.81971767473855,44.3252879938529],[6.81961627867494,44.325297496938],[6.81962988462111,44.3253448591468],[6.81968788857713,44.3253712454593],[6.81978831359806,44.3253782193543],[6.81984232913115,44.3253763421418]]]]};170.0;moyen
234;Lacs et plan de Prals;{"type":"MultiPolygon","coordinates":[[[[7.36985775284367,44.0775138416742],[7.36985755855619,44.0774878205231],[7.36986636320035,44.0774614399906],[7.36985816701825,44.0774487528589],[7.36983836937319,44.0774495434961],[7.36982077032486,44.077455452109],[7.36979376838581,44.0774799564637],[7.36978606557804,44.0774971828688],[7.36978716230155,44.0775114549708],[7.3698251572538,44.0775125405146],[7.36985775284367,44.0775138416742]]]]};34.0;bon
